"category","prodId","prodName","prodUrl","brand","color","price","imageName","imageS3Url","imageUrl","description","details","pairWithProducts","similarProducts"
"women|shoes|boots|flat-boots","9148640","Dr Martens Emmeline Refined Lace Up Leather Boot","http://us.asos.com/dr-martens/dr-martens-emmeline-refined-lace-up-leather-boot/prd/9148640?clr=blackpolishedsmoot&SearchQuery=&cid=6455&gridcolumn=4&gridrow=9&gridsize=4&pge=1&pgesize=72&totalstyles=99","Dr Martens","BLACK-POLISHED-SMOOT","137.00","asos_9148640_black-polished-smoot.jpg","asos/women/shoes/boots/flat-boots/asos_9148640_black-polished-smoot.jpg","http://images.asos-media.com/products/dr-martens-emmeline-refined-lace-up-leather-boot/9148640-1-blackpolishedsmoot?$XXL$&wid=513&fit=constrain","Sweet looks from the ground up|Lace-up fastening|Back tab|Almond toe|Air-cushioned sole|Signature molded tread|",,"7753437|6134268|6192527","9148637|9148635|7974628|7974629"
"women|shoes|boots|flat-boots","10474364","Stradivarius suede ankle boot","http://us.asos.com/stradivarius/stradivarius-suede-ankle-boot/prd/10474364?clr=tan&SearchQuery=&cid=6455&gridcolumn=2&gridrow=10&gridsize=4&pge=1&pgesize=72&totalstyles=99","Stradivarius","TAN","79.00","asos_10474364_tan.jpg","asos/women/shoes/boots/flat-boots/asos_10474364_tan.jpg","http://images.asos-media.com/products/stradivarius-suede-ankle-boot/10474364-1-tan?$XXL$&wid=513&fit=constrain","Sweet looks from the ground up|Elasticated inserts|Pull tab|Pointed toe|Low block heel|",,"10244023|7516907|9728427","9764784|9735500|9704010|9705022"
"women|shoes|boots|flat-boots","8605571","Boohoo Flat Chelsea Boot","http://us.asos.com/boohoo/boohoo-flat-chelsea-boot/prd/8605571?clr=black&SearchQuery=&cid=6455&gridcolumn=3&gridrow=10&gridsize=4&pge=1&pgesize=72&totalstyles=99","boohoo","BLACK","35.00","asos_8605571_black.jpg","asos/women/shoes/boots/flat-boots/asos_8605571_black.jpg","http://images.asos-media.com/products/boohoo-flat-chelsea-boot/8605571-1-black?$XXL$&wid=513&fit=constrain","Pull-on style|Elasticated inserts|Pull tab to heel|Round toe|Flat sole|Get low, get low|",,"7516918|7753437|8473378","8578942|8722809|7854769|8061265"
"women|shoes|boots|flat-boots","10450039","New Look Buckle Flat Ankle Boot","http://us.asos.com/new-look/new-look-buckle-flat-ankle-boot/prd/10450039?clr=black&SearchQuery=&cid=6455&gridcolumn=1&gridrow=10&gridsize=4&pge=1&pgesize=72&totalstyles=99","New Look","BLACK","32.00","asos_10450039_black.jpg","asos/women/shoes/boots/flat-boots/asos_10450039_black.jpg","http://images.asos-media.com/products/new-look-buckle-flat-ankle-boot/10450039-1-black?$XXL$&wid=513&fit=constrain","Zip-side fastening|Buckle detail|Slim toe|Block heel|",,"9918659|7516907","10240371|10240111|9346737|9764790"
"women|shoes|boots|flat-boots","9116855","Monki Knee High Patent Boot","http://us.asos.com/monki/monki-knee-high-patent-boot/prd/9116855?clr=black&SearchQuery=&cid=6455&gridcolumn=4&gridrow=10&gridsize=4&pge=1&pgesize=72&totalstyles=99","Monki","BLACK","95.00","asos_9116855_black.jpg","asos/women/shoes/boots/flat-boots/asos_9116855_black.jpg","http://images.asos-media.com/products/monki-knee-high-patent-boot/9116855-1-black?$XXL$&wid=513&fit=constrain","Over-the-knee design|That’s half your outfit sorted|Zip-side fastening|Pointed toe|Block heel|Exclusive to ASOS|",,"7899797|7555450","9139648|9139669|9216962|9099167"
"women|shoes|boots|flat-boots","9735500","ASOS DESIGN Anacoda suede western boots","http://us.asos.com/asos/asos-design-anacoda-suede-western-boots/prd/9735500?clr=pinksuede&SearchQuery=&cid=6455&gridcolumn=1&gridrow=11&gridsize=4&pge=1&pgesize=72&totalstyles=99","ASOS DESIGN","PINK-SUEDE","79.00","asos_9735500_pink-suede.jpg","asos/women/shoes/boots/flat-boots/asos_9735500_pink-suede.jpg","http://images.asos-media.com/products/asos-design-anacoda-suede-western-boots/9735500-1-pinksuede?$XXL$&wid=513&fit=constrain","For when the weather can’t make up its mind|Zip-back fastening|Buckle detail|Studded design|Flat sole|Get low, get low|",,"8847996|7516922","9352570|9743958|9247155|10402232"
"women|shoes|boots|flat-boots","9743958","ASOS DESIGN Premium Archer leather cut out ankle boots","http://us.asos.com/asos/asos-design-premium-archer-leather-cut-out-ankle-boots/prd/9743958?clr=wineleather&SearchQuery=&cid=6455&gridcolumn=2&gridrow=11&gridsize=4&pge=1&pgesize=72&totalstyles=99","ASOS DESIGN","WINE-LEATHER","111.00","asos_9743958_wine-leather.jpg","asos/women/shoes/boots/flat-boots/asos_9743958_wine-leather.jpg","http://images.asos-media.com/products/asos-design-premium-archer-leather-cut-out-ankle-boots/9743958-1-wineleather?$XXL$&wid=513&fit=constrain","Sweet looks from the ground up|Lace-up fastening with buckle closures|Pull tab|Cut-out design|Sometimes less is more|Low heel|",,"10107220|8860262|7899797","9743959|9352570|9644710|9526008"
"women|shoes|boots|flat-boots","9764811","ASOS DESIGN Aura suede chelsea ankle boots","http://us.asos.com/asos/asos-design-aura-suede-chelsea-ankle-boots/prd/9764811?clr=burgundysuede&SearchQuery=&cid=6455&gridcolumn=4&gridrow=11&gridsize=4&pge=1&pgesize=72&totalstyles=99","ASOS DESIGN","BURGUNDY-SUEDE","60.00","asos_9764811_burgundy-suede.jpg","asos/women/shoes/boots/flat-boots/asos_9764811_burgundy-suede.jpg","http://images.asos-media.com/products/asos-design-aura-suede-chelsea-ankle-boots/9764811-1-burgundysuede?$XXL$&wid=513&fit=constrain","Classic design|A wardrobe staple|Slip-on style|Elasticated inserts|Pull tab|Makes getting them on a little easier|Round toe|",,"7656256|9529587|10456906","9764790|9765382|10240371|9764809"
"women|shoes|boots|flat-boots","9526009","ASOS DESIGN Acoustic Chunky Biker Boots","http://us.asos.com/asos/asos-design-acoustic-chunky-biker-boots/prd/9526009?clr=black&SearchQuery=&cid=6455&gridcolumn=3&gridrow=11&gridsize=4&pge=1&pgesize=72&totalstyles=99","ASOS DESIGN","BLACK","56.00","asos_9526009_black.jpg","asos/women/shoes/boots/flat-boots/asos_9526009_black.jpg","http://images.asos-media.com/products/asos-design-acoustic-chunky-biker-boots/9526009-1-black?$XXL$&wid=513&fit=constrain","Sweet looks from the ground up|Lace-up fastening|Almond toe|Chunky sole|",,"8972622|8847996|7516922","10240111|9765350|9352570|9526008"
"women|shoes|boots|flat-boots","9765350","ASOS DESIGN Algebra leather lace up boots","http://us.asos.com/asos/asos-design-algebra-leather-lace-up-boots/prd/9765350?clr=blackleather&SearchQuery=&cid=6455&gridcolumn=1&gridrow=12&gridsize=4&pge=1&pgesize=72&totalstyles=99","ASOS DESIGN","BLACK-LEATHER","87.00","asos_9765350_black-leather.jpg","asos/women/shoes/boots/flat-boots/asos_9765350_black-leather.jpg","http://images.asos-media.com/products/asos-design-algebra-leather-lace-up-boots/9765350-1-blackleather?$XXL$&wid=513&fit=constrain","How many is too many?|Lace-up fastening|Pin-buckle detail|Studded trim|Slim toe|Cleated tread|",,"7656256","10240111|9183590|9676179|9222612"
