"category","prodId","prodName","prodUrl","brand","color","price","imageName","imageS3Url","imageUrl","description","details","pairWithProducts","similarProducts"
"women|pair with clothing","8890449","UpRoar Deodorant 50ml","http://us.asos.com/prd/8890449?CTAref=Complete+the+Look+Carousel_3&featureref1=complete+the+look","UpRoar","DEODORANT","13.50","asos_8890449_deodorant.jpg","asos/women/pair-with-clothing/asos_8890449_deodorant.jpg","http://images.asos-media.com/products/uproar-deodorant-50ml/8890449-1-deodorant?$XXL$&wid=513&fit=constrain","Non-staining and residue-free formula|Natural mineral salts inhibit bacterial growth|Fresh and zesty fragrance to uplift and energise|Combines fresh grapefruit with woody rosemary and frankincense|Free from parabens and aluminium|Size: 50ml|",,,
"women|pair with clothing","9085868","adidas Originals Deerupt Runner Sneakers In Blue","http://us.asos.com/prd/9085868?CTAref=Complete+the+Look+Carousel_2&featureref1=complete+the+look","adidas","BLUE","100.00","asos_9085868_blue.jpg","asos/women/pair-with-clothing/asos_9085868_blue.jpg","http://images.asos-media.com/products/adidas-originals-deerupt-runner-sneakers-in-blue/9085868-1-blue?$XXL$&wid=513&fit=constrain","Box shows US and European size to be a size smaller|Please order your normal size|Webbed overlay|Lace-up fastening|One-piece tongue and cuff|adidas Originals logo to heel|Sweat-wicking and breathable Ortholite sockliner|Lightweight EVA midsole with Zoned insole cushioning|Chunky sole|Moulded tread|",,,
"women|pair with clothing","8745393","adidas Originals Big Trefoil Tank Top In Pink","http://us.asos.com/prd/8745393?CTAref=Complete+the+Look+Carousel_1&featureref1=complete+the+look","adidas","NA","21.00","asos_8745393_na.jpg","asos/women/pair-with-clothing/asos_8745393_na.jpg","http://images.asos-media.com/products/adidas-originals-big-trefoil-tank-top-in-pink/8745393-1-pink?$XXL$&wid=513&fit=constrain","For when comfort is key|Crew neck|adidas Trefoil print|For that logo lifestyle|Dropped armholes|Relaxed fit|Think baggy and casual|",,,
"women|pair with clothing","8714117","adidas Originals Nova Retro Joggers In Black CE4809","http://us.asos.com/prd/8714117?CTAref=Complete+the+Look+Carousel_1&featureref1=complete+the+look","adidas Originals","BLACK","68.00","asos_8714117_black.jpg","asos/women/pair-with-clothing/asos_8714117_black.jpg","http://images.asos-media.com/products/adidas-originals-nova-retro-joggers-in-black-ce4809/8714117-1-black?$XXL$&wid=513&fit=constrain","Supplier code: CE4809|The perfect kit for the gym or a lazy Sunday|You decide|Branded design|That 3-Stripe life|Fitted cuffs|Regular cut|Fits you just right|",,,
"women|pair with clothing","9390457","Adidas Original Three Stripe Track Pant With Vintage Logo In Pink","http://us.asos.com/prd/9390457?CTAref=Complete+the+Look+Carousel_1&featureref1=complete+the+look","adidas","PINK","80.00","asos_9390457_pink.jpg","asos/women/pair-with-clothing/asos_9390457_pink.jpg","http://images.asos-media.com/products/adidas-original-three-stripe-track-pant-with-vintage-logo-in-pink/9390457-1-pink?$XXL$&wid=513&fit=constrain","Branded design|That 3-Stripe life|Stretch waist|Side pockets|Press-stud sides|Pop it like it's hot|Regular fit - true to size|",,,
"women|pair with clothing","8794414","Reebok Training Metallic Hi-Rise Legging In Black","http://us.asos.com/prd/8794414?CTAref=Complete+the+Look+Carousel_1&featureref1=complete+the+look","Reebok","NA","64.00","asos_8794414_na.jpg","asos/women/pair-with-clothing/asos_8794414_na.jpg","http://images.asos-media.com/products/reebok-training-metallic-hi-rise-legging-in-black/8794414-1-black?$XXL$&wid=513&fit=constrain","Smooth stretch fabric|SpeedWick technology wicks sweat away from the body|Helps to keep you cool and dry|Metallic finish|Wide-cut waistband for extra support|Antimicrobial gusset helps prevent odours|Flat-lock stitching to prevent rubbing|Close-cut bodycon fit|72% Nylon, 28% Spandex|",,,
"women|pair with clothing","8826345","adidas Originals Made In Germany Haven Sneakers In Premium White Leather","http://us.asos.com/prd/8826345?CTAref=Complete+the+Look+Carousel_1&featureref1=complete+the+look","adidas","WHITE","96.00","asos_8826345_white.jpg","asos/women/pair-with-clothing/asos_8826345_white.jpg","http://images.asos-media.com/products/adidas-originals-made-in-germany-haven-sneakers-in-premium-white-leather/8826345-1-white?$XXL$&wid=513&fit=constrain","Box shows US and European size to be a size smaller|Please order your normal size|Nothing beats a fresh pair of sneakers|Lace-up fastening|Padded cuff for comfort|Branded design|That 3-Stripe life|Chunky sole|Moulded tread|",,,
"women|pair with clothing","9653490","PrettyLittleThing Contrast Edge Body","http://us.asos.com/prd/9653490?CTAref=Complete+the+Look+Carousel_2&featureref1=complete+the+look","PrettyLittleThing","NUDE","13.00","asos_9653490_nude.jpg","asos/women/pair-with-clothing/asos_9653490_nude.jpg","http://images.asos-media.com/products/prettylittlething-contrast-edge-body/9653490-1-nude?$XXL$&wid=513&fit=constrain","Scoop neck|Looser than your average crew|Plain design|Racer back|Contrast trims|Thong cut|Body-Conscious fit|Skims in all the right places|",,,
"women|pair with clothing","8568950","ASOS DESIGN high waisted leggings in black","http://us.asos.com/prd/8568950?CTAref=Complete+the+Look+Carousel_1&featureref1=complete+the+look","ASOS Collection","BLACK","13.00","asos_8568950_black.jpg","asos/women/pair-with-clothing/asos_8568950_black.jpg","http://images.asos-media.com/products/asos-design-high-waisted-leggings-in-black/8568950-1-black?$XXL$&wid=513&fit=constrain","Smooth stretch fabric|High-rise waist|Elasticated waistband|Close-cut bodycon fit|",,,
"women|pair with clothing","8879158","Roxy Creek Pants In Black","http://us.asos.com/prd/8879158?CTAref=Complete+the+Look+Carousel_1&featureref1=complete+the+look","Roxy","KVJ0","122.50","asos_8879158_kvj0.jpg","asos/women/pair-with-clothing/asos_8879158_kvj0.jpg","http://images.asos-media.com/products/roxy-creek-pants-in-black/8879158-1-kvj0?$XXL$&wid=513&fit=constrain","Lightweight fabric|Added stretch for comfort|Fleece lining for warmth|ROXY DryFlight technology creates a waterproof finish|Mid-rise waist|Zip fly with button fastening|Functional pockets|Pant-to-jacket attachment system|Zipped hems|Skinny fit - cut close to the body|",,,
