"category","prodId","prodName","prodUrl","brand","color","price","imageName","imageS3Url","imageUrl","description","details","pairWithProducts","similarProducts"
"women|similar clothing","9224712","New Look Long Sleeve Embroidered Blouse","http://us.asos.com/prd/9224712?CTAref=We+Recommend+Carousel_3&featureref1=we+recommend+pers","New Look","BLACK-PATTERN","24.00","asos_9224712_black-pattern.jpg","asos/women/similar-clothing/asos_9224712_black-pattern.jpg","http://images.asos-media.com/products/new-look-long-sleeve-embroidered-blouse/9224712-1-blackpattern?$XXL$&wid=513&fit=constrain","Round neck|Button placket|Embroidered floral design|Say it with flowers|Tie detail|Regular cut|Fits you just right|",,,
"women|similar clothing","9079335","New Look Ruffle Blouse","http://us.asos.com/prd/9079335?CTAref=We+Recommend+Carousel_4&featureref1=we+recommend+pers","New Look","BRIGHT-RED","39.00","asos_9079335_bright-red.jpg","asos/women/similar-clothing/asos_9079335_bright-red.jpg","http://images.asos-media.com/products/new-look-ruffle-blouse/9079335-1-brightred?$XXL$&wid=513&fit=constrain","Tie-keyhole front|Cute, right?|Embroidered design|Ruffle trims|Hello, frill seekers|Fitted cuffs|Regular fit - true to size|",,,
"women|similar clothing","9623566","Bershka Stripe Balloon Sleeve Top","http://us.asos.com/prd/9623566?CTAref=We+Recommend+Carousel_4&featureref1=we+recommend+pers","Bershka","MULTI","19.00","asos_9623566_multi.jpg","asos/women/similar-clothing/asos_9623566_multi.jpg","http://images.asos-media.com/products/bershka-stripe-balloon-sleeve-top/9623566-1-multi?$XXL$&wid=513&fit=constrain","Stripe design|It's a classic|Crew neck|Dropped shoulders|Balloon sleeves|Don't worry, you won't float away|Fitted cuffs|Regular cut|Fits you just right|",,,
"women|similar clothing","9366867","Wednesday's Girl Tea Blouse With Frill Sleeve In Ditsy Spot","http://us.asos.com/prd/9366867?CTAref=We+Recommend+Carousel_2&featureref1=we+recommend+pers","Wednesday's Girl","RED-SPOT","29.00","asos_9366867_red-spot.jpg","asos/women/similar-clothing/asos_9366867_red-spot.jpg","http://images.asos-media.com/products/wednesdays-girl-tea-blouse-with-frill-sleeve-in-ditsy-spot/9366867-1-redspot?$XXL$&wid=513&fit=constrain","All-over polka-dot print|It's spot on|V-neck|Button front|Shirred-stretch sleeves|Regular cut|Fits you just right|",,,
"women|similar clothing","9166947","Bershka Polka Dot  Pj Blouse","http://us.asos.com/prd/9166947?CTAref=We+Recommend+Carousel_1&featureref1=we+recommend+pers","Bershka","MULTI","21.00","asos_9166947_multi.jpg","asos/women/similar-clothing/asos_9166947_multi.jpg","http://images.asos-media.com/products/bershka-polka-dot-pj-blouse/9166947-1-multi?$XXL$&wid=513&fit=constrain","Polka-dot print|Hits the spot|Revere collar|Dropped shoulders|Button placket|Relaxed fit|Loose but not oversized|",,,
"women|similar clothing","9151495","ASOS DESIGN Ruffle Wrap Top in Lip Print","http://us.asos.com/prd/9151495?CTAref=We+Recommend+Carousel_1&featureref1=we+recommend+pers","ASOS Collection","MULTI","31.50","asos_9151495_multi.jpg","asos/women/similar-clothing/asos_9151495_multi.jpg","http://images.asos-media.com/products/asos-design-ruffle-wrap-top-in-lip-print/9151495-1-multi?$XXL$&wid=513&fit=constrain","V-neck|Wrap front|Ruffle trims|Hello, frill seekers|A shot of print perfection|For patterns as bold as you are|Regular fit - true to size|",,,
"women|similar clothing","9181739","Miss Selfridge Polka Dot Flute Sleeve Blouse","http://us.asos.com/prd/9181739?CTAref=We+Recommend+Carousel_4&featureref1=we+recommend+pers","Miss Selfridge","RED","33.50","asos_9181739_red.jpg","asos/women/similar-clothing/asos_9181739_red.jpg","http://images.asos-media.com/products/miss-selfridge-polka-dot-flute-sleeve-blouse/9181739-1-red?$XXL$&wid=513&fit=constrain","Polka-dot print|It's spot on|V-neck|Button placket|Peplum hem|Regular fit|A standard cut for a classic shape|",,,
"women|similar clothing","9462047","ASOS DESIGN Cotton Boxy Shirt In Bright Abstract","http://us.asos.com/prd/9462047?CTAref=We+Recommend+Carousel_2&featureref1=we+recommend+pers","ASOS DESIGN","MULTI","48.00","asos_9462047_multi.jpg","asos/women/similar-clothing/asos_9462047_multi.jpg","http://images.asos-media.com/products/asos-design-cotton-boxy-shirt-in-bright-abstract/9462047-1-multi?$XXL$&wid=513&fit=constrain","Bold design|It’s an eye-catching kinda day|Classic point collar|Short sleeves|Button placket|Boxy cut|Regular fit - true to size|",,,
"women|similar clothing","9396725","Monki Floral Print Double Breasted Blouse","http://us.asos.com/prd/9396725?CTAref=We+Recommend+Carousel_1&featureref1=we+recommend+pers","","GREEN-FLORAL","28.00","asos_9396725_green-floral.jpg","asos/women/similar-clothing/asos_9396725_green-floral.jpg","http://images.asos-media.com/products/monki-floral-print-double-breasted-blouse/9396725-1-greenfloral?$XXL$&wid=513&fit=constrain","Suitable for work and play|Printed finish|Notch collar|Double-breasted design|Button placket|Regular fit|A standard cut for a classic shape|",,,
"women|similar clothing","9652628","Boohoo Stripe Wrap Tie Side Blouse","http://us.asos.com/prd/9652628?CTAref=We+Recommend+Carousel_1&featureref1=we+recommend+pers","boohoo","MULTI","35.00","asos_9652628_multi.jpg","asos/women/similar-clothing/asos_9652628_multi.jpg","http://images.asos-media.com/products/boohoo-stripe-wrap-tie-side-blouse/9652628-1-multi?$XXL$&wid=513&fit=constrain","Stripe print|Get in line|Wrap front|Balloon sleeves|Cropped length|Tie-back detail|Regular fit - true to size|",,,
